Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
138,B_10kB,10240,1.003678560256958,10202.46960080366,1661,1086,575,1
139,B_10kB,10240,1.0042743682861328,10196.416759570699,2102,1203,899,1
140,B_10kB,10240,1.006572961807251,10173.13238934473,781,583,198,1
141,B_10kB,10240,1.0034852027893066,10204.43547302611,1297,756,541,1
142,B_10kB,10240,1.0052411556243896,10186.610389662754,1561,801,760,1
143,B_10kB,10240,1.0050172805786133,10188.87953260324,1293,936,357,1
144,B_10kB,10240,1.0052709579467773,10186.308396807523,931,830,101,1
145,B_10kB,10240,1.0055131912231445,10183.854462957044,995,343,652,1
146,B_10kB,10240,0.17447257041931152,58691.17406472613,1410,1159,251,1
147,B_10kB,10240,1.5121004581451416,6772.036834484641,10240,0,10240,1
148,B_10kB,10240,1.0027587413787842,10211.82820697239,10240,0,10240,1
149,B_10kB,10240,1.0026495456695557,10212.94034812719,10240,0,10240,1
150,B_10kB,10240,1.0023493766784668,10215.998770740776,10240,0,10240,1
151,B_10kB,10240,1.0027430057525635,10211.988456917563,662,457,205,1
152,B_10kB,10240,1.0057189464569092,10181.770996832603,314,294,20,1
153,B_10kB,10240,1.003126859664917,10208.080764002825,10240,0,10240,1
154,B_10kB,10240,1.0112202167510986,10126.37982347664,918,768,150,1
155,B_10kB,10240,1.004687786102295,10192.221047820509,314,294,20,1
156,B_10kB,10240,1.0067167282104492,10171.679592731847,10240,0,10240,1
157,B_10kB,10240,1.0083765983581543,10154.936178281843,1074,588,486,1
158,B_10kB,10240,1.0037944316864014,10201.291894792172,314,294,20,1
159,B_10kB,10240,1.006058692932129,10178.332608166047,10240,0,10240,1
160,B_10kB,10240,1.0152757167816162,10085.930186984471,1097,701,396,1
161,B_10kB,10240,1.0320370197296143,9922.124695374592,10240,0,10240,1
162,B_10kB,10240,1.00789213180542,10159.817382101459,983,779,204,1
163,B_10kB,10240,1.0185644626617432,10053.364686649802,1522,508,1014,1
164,B_10kB,10240,1.0294580459594727,9946.981365769154,1099,968,131,1
165,B_10kB,10240,1.0139238834381104,10099.3774456493,762,572,190,1
166,B_10kB,10240,1.0042517185211182,10196.646728252192,1702,656,1046,1
167,B_10kB,10240,1.0093016624450684,10145.62878574206,3583,2165,1418,1
168,B_10kB,10240,1.0055210590362549,10183.774778237428,1298,841,457,1
169,B_10kB,10240,1.0024917125701904,10214.548281647802,1893,1074,819,1
170,B_10kB,10240,2.518409490585327,4066.058374652974,1612,954,658,1
171,B_10kB,10240,1.0086276531219482,10152.408540758035,981,514,467,1
172,B_10kB,10240,1.0068256855010986,10170.57882755895,2256,1152,1104,1
173,B_10kB,10240,1.0041344165802002,10197.837889945615,10240,0,10240,1
174,B_10kB,10240,1.0111775398254395,10126.807209115563,1205,816,389,1
175,B_10kB,10240,1.0031108856201172,10208.24332264094,3233,1795,1438,1
176,B_10kB,10240,1.0082817077636719,10155.891871441272,2140,1244,896,1
177,B_10kB,10240,1.0088813304901123,10149.855776422615,10240,0,10240,1
178,B_10kB,10240,0.5023260116577148,20385.167724456882,10240,0,10240,1
179,B_10kB,10240,1.0069749355316162,10169.071382689339,10240,0,10240,1
180,B_10kB,10240,1.0070199966430664,10168.616347376785,10240,0,10240,1
181,B_10kB,10240,1.0032570362091064,10206.75622539636,10240,0,10240,1
182,B_10kB,10240,1.0032548904418945,10206.778055664081,10240,0,10240,1
183,B_10kB,10240,1.0034453868865967,10204.840376786009,10240,0,10240,1
184,B_10kB,10240,1.0035133361816406,10204.149392735635,851,783,68,1
185,B_10kB,10240,1.1490349769592285,8911.826189224306,2137,1023,1114,1
186,B_10kB,10240,1.0037884712219238,10201.352469743675,1225,933,292,1
