File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
1048576,0.05366666666666666,0.0384360941477322,0.10514814814814816,0.08053650317478031,241.66666666666666,-2795646.3333333335
