Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
1,B_1MB,1048576,7.017338514328003,149426.45247325854,1612,728,884,1
2,B_1MB,1048576,5.515609264373779,190110.63868735655,1048576,0,1048576,1
3,B_1MB,1048576,5.020227432250977,208870.21836176814,1048576,0,1048576,1
