Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers,Overhead Ratio
1,B_1MB,1048576,4.5425331592559814,692505.2365529098,1048576,1048576,0,1,0.3333333333333333
2,B_1MB,1048576,5.032329320907593,625103.7639628601,848,463,385,1,0.0002695719401041667
3,B_1MB,1048576,5.025769472122192,625919.6760713495,937,571,366,1,0.00029786427815755207
