File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
10240,10.258992432900198,8.449782183058204,0.6556148673586633,0.8323697434143574,-7384.453453453453,638.0510510510511
