File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
10240,10.278845322859283,10.151797107105136,0.6451690060343256,1.0303314399879626,-7703.7657657657655,626.015015015015
