File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
1048576,0.05341666666666666,0.03803315439630709,0.09286111111111112,0.07183615294801338,250.33333333333334,-2795858.0
