Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers,Overhead Ratio
296,A_10kB,10240,5.146209239959717,5969.442470675846,10240,10240,0,1,0.3333333333333333
297,A_10kB,10240,5.106813192367554,6015.493193663894,10240,10240,0,1,0.3333333333333333
298,A_10kB,10240,5.100496768951416,6022.942742950813,10240,10240,0,1,0.3333333333333333
299,A_10kB,10240,5.050916910171509,6082.064018542105,10240,10240,0,1,0.3333333333333333
300,A_10kB,10240,5.04819917678833,6085.338340303779,10240,10240,0,1,0.3333333333333333
301,A_10kB,10240,5.154188632965088,5960.200952584749,10240,10240,0,1,0.3333333333333333
302,A_10kB,10240,5.123478412628174,5995.926502643672,10240,10240,0,1,0.3333333333333333
303,A_10kB,10240,5.127911567687988,5990.742935890891,10240,10240,0,1,0.3333333333333333
304,A_10kB,10240,5.029848337173462,6107.540017252924,10240,10240,0,1,0.3333333333333333
305,A_10kB,10240,5.1477508544921875,5967.65478134828,10240,10240,0,1,0.3333333333333333
306,A_10kB,10240,5.1121132373809814,6009.256558592657,10240,10240,0,1,0.3333333333333333
307,A_10kB,10240,5.0738842487335205,6054.533074472076,10240,10240,0,1,0.3333333333333333
308,A_10kB,10240,5.034973382949829,6101.323217323969,10240,10240,0,1,0.3333333333333333
309,A_10kB,10240,5.06262993812561,6067.992402259957,10240,10240,0,1,0.3333333333333333
310,A_10kB,10240,5.074278116226196,6054.063119198292,10240,10240,0,1,0.3333333333333333
311,A_10kB,10240,5.090289831161499,6035.019815952273,10240,10240,0,1,0.3333333333333333
312,A_10kB,10240,5.038782835006714,6096.710456853628,10240,10240,0,1,0.3333333333333333
313,A_10kB,10240,5.040166139602661,6095.037177171663,10240,10240,0,1,0.3333333333333333
314,A_10kB,10240,5.027409791946411,6110.502479668849,10240,10240,0,1,0.3333333333333333
315,A_10kB,10240,5.032195329666138,6104.691489000314,10240,10240,0,1,0.3333333333333333
316,A_10kB,10240,5.0917816162109375,6033.251681925111,10240,10240,0,1,0.3333333333333333
317,A_10kB,10240,5.112884283065796,6008.350335982887,10240,10240,0,1,0.3333333333333333
318,A_10kB,10240,5.115308046340942,6005.503426518855,10240,10240,0,1,0.3333333333333333
319,A_10kB,10240,5.085246562957764,6041.005017096385,10240,10240,0,1,0.3333333333333333
320,A_10kB,10240,5.125489234924316,5993.574192035859,10240,10240,0,1,0.3333333333333333
321,A_10kB,10240,5.129192352294922,5989.247017857528,10240,10240,0,1,0.3333333333333333
322,A_10kB,10240,5.185948371887207,5923.699542890118,10240,10240,0,1,0.3333333333333333
323,A_10kB,10240,5.048155069351196,6085.3915099617225,10240,10240,0,1,0.3333333333333333
324,A_10kB,10240,5.019477367401123,6120.15908259898,10240,10240,0,1,0.3333333333333333
325,A_10kB,10240,5.031864881515503,6105.092390864779,10240,10240,0,1,0.3333333333333333
326,A_10kB,10240,5.032413959503174,6104.426274787784,10240,10240,0,1,0.3333333333333333
327,A_10kB,10240,5.100147247314453,6023.355505309381,10240,10240,0,1,0.3333333333333333
328,A_10kB,10240,5.08553671836853,6040.660347420548,10240,10240,0,1,0.3333333333333333
329,A_10kB,10240,5.083130598068237,6043.519718276498,10240,10240,0,1,0.3333333333333333
330,A_10kB,10240,5.0694780349731445,6059.795463767649,10240,10240,0,1,0.3333333333333333
331,A_10kB,10240,5.057955980300903,6073.599714913382,10240,10240,0,1,0.3333333333333333
332,A_10kB,10240,5.07498574256897,6053.2189760299625,10240,10240,0,1,0.3333333333333333
333,A_10kB,10240,5.038507699966431,6097.043376594358,10240,10240,0,1,0.3333333333333333
