Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers,Overhead Ratio
277,A_10kB,10240,5.077570915222168,6050.137066112419,10240,10240,0,1,0.3333333333333333
278,A_10kB,10240,5.106022357940674,6016.424889371182,10240,10240,0,1,0.3333333333333333
279,A_10kB,10240,5.110830307006836,6010.765013638499,10240,10240,0,1,0.3333333333333333
280,A_10kB,10240,5.189788818359375,5919.316002093391,10240,10240,0,1,0.3333333333333333
281,A_10kB,10240,5.0773890018463135,6050.3538312367145,10240,10240,0,1,0.3333333333333333
282,A_10kB,10240,5.08864951133728,6036.965197064022,10240,10240,0,1,0.3333333333333333
283,A_10kB,10240,5.061326503753662,6069.555081502239,10240,10240,0,1,0.3333333333333333
284,A_10kB,10240,5.037754535675049,6097.954908770398,10240,10240,0,1,0.3333333333333333
285,A_10kB,10240,5.052752494812012,6079.854501391512,10240,10240,0,1,0.3333333333333333
286,A_10kB,10240,5.08017373085022,6047.0372919429055,10240,10240,0,1,0.3333333333333333
287,A_10kB,10240,5.026209354400635,6111.961884974705,10240,10240,0,1,0.3333333333333333
288,A_10kB,10240,5.041860103607178,6092.989366765949,10240,10240,0,1,0.3333333333333333
289,A_10kB,10240,5.019765138626099,6119.808228400107,10240,10240,0,1,0.3333333333333333
290,A_10kB,10240,5.017299652099609,6122.815484449783,10240,10240,0,1,0.3333333333333333
291,A_10kB,10240,5.074981212615967,6053.224379162769,10240,10240,0,1,0.3333333333333333
292,A_10kB,10240,5.043942451477051,6090.473928980705,10240,10240,0,1,0.3333333333333333
293,A_10kB,10240,5.047677278518677,6085.967526239175,10240,10240,0,1,0.3333333333333333
294,A_10kB,10240,5.074808359146118,6053.430558542099,10240,10240,0,1,0.3333333333333333
295,A_10kB,10240,5.0684449672698975,6061.03059190307,10240,10240,0,1,0.3333333333333333
