File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
10240,0.09905039270872604,0.17109480368185837,0.11963074925574925,0.17257218361459764,719.4804804804805,-23066.696696696697
