File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
10240,0.10747701424368092,0.1935563871169958,0.11548938202271536,0.155309131835006,706.1381381381382,-23052.456456456457
