File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
1048576,182.80243650746107,30.388282117925918,0.034581011899481526,0.05989606958704593,-349230.6666666667,242.66666666666666
