File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
102400,0.13864191919191918,0.08394416176108403,0.1873929292929293,0.11928044321040451,780.6363636363636,-293356.3333333333
