File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
102400,33.667228464054624,7.745317110709111,0.08449818633992014,0.1119028023474577,-36977.818181818184,272.27272727272725
