File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
102400,31.862721389889,4.810845955518613,0.12352889438491511,0.13604845224149867,-49350.69696969697,376.6363636363636
