File Size,Download Avg (kbps),Download StdDev,Upload Avg (kbps),Upload StdDev,Download Overhead,Upload Overhead
102400,0.15460864051773143,0.0865374708721405,0.23340664983164985,0.15761530597879833,865.969696969697,-289897.9090909091
