Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
B_1MB,upload,1048576,0.008976221084594727,116817087.07014795,1049020
B_1MB,upload,1048576,0.009340047836303711,112266662.69569878,1049020
B_1MB,upload,1048576,0.009004831314086914,116445934.79054251,1049020
B_1MB,upload,1048576,0.00895237922668457,117128192.79085994,1049020
B_1MB,upload,1048576,0.008763313293457031,119655199.45325933,1049020
B_1MB,upload,1048576,0.009866714477539062,106274079.62265609,1049020
B_1MB,upload,1048576,0.00937509536743164,111846968.90046285,1049020
B_1MB,upload,1048576,0.010183572769165039,102967398.94420902,1049020
B_1MB,upload,1048576,0.009842395782470703,106536662.73688291,1049020
B_1MB,upload,1048576,0.013006448745727539,80619700.31169689,1049020
