Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
A_100kB,download,102400,0.003929853439331055,26056951.38020991,102650
A_100kB,download,102400,0.006003141403198242,17057735.795702767,102650
A_100kB,download,102400,0.004004001617431641,25574415.24353936,102650
A_100kB,download,102400,0.004157304763793945,24631343.098009977,102650
A_100kB,download,102400,0.003660917282104492,27971131.85281667,102650
A_100kB,download,102400,0.004040241241455078,25345021.220346984,102650
A_100kB,download,102400,0.003958225250244141,25870180.074689798,102650
A_100kB,download,102400,0.0030395984649658203,33688660.25570633,102650
A_100kB,download,102400,0.00351715087890625,29114474.620390456,102650
A_100kB,download,102400,0.004005908966064453,25562238.400190454,102650
A_100kB,download,102400,0.0037384033203125,27391373.06122449,102650
A_100kB,download,102400,0.003656625747680664,28003959.679207146,102650
A_100kB,download,102400,0.0030035972595214844,34092453.532306716,102650
A_100kB,download,102400,0.004006147384643555,25560717.110039875,102650
A_100kB,download,102400,0.004054069519042969,25258570.31286756,102650
A_100kB,download,102400,0.004004240036010742,25572892.503721345,102650
A_100kB,download,102400,0.003466367721557617,29541008.98273609,102650
A_100kB,download,102400,0.003880739212036133,26386725.41623149,102650
A_100kB,download,102400,0.004224300384521484,24240700.39507845,102650
A_100kB,download,102400,0.0038208961486816406,26799995.6071384,102650
A_100kB,download,102400,0.0034863948822021484,29371314.340422623,102650
A_100kB,download,102400,0.0035898685455322266,28524721.365477853,102650
A_100kB,download,102400,0.0033550262451171875,30521370.77885162,102650
A_100kB,download,102400,0.0040056705474853516,25563759.871436223,102650
A_100kB,download,102400,0.004176139831542969,24520251.746974196,102650
A_100kB,download,102400,0.004205942153930664,24346506.97806247,102650
A_100kB,download,102400,0.004072427749633789,25144706.37550495,102650
A_100kB,download,102400,0.00400543212890625,25565281.523809522,102650
A_100kB,download,102400,0.0030045509338378906,34081632.24884939,102650
A_100kB,download,102400,0.0037195682525634766,27530076.89250689,102650
A_100kB,download,102400,0.003371000289916992,30376740.193790227,102650
A_100kB,download,102400,0.0034036636352539062,30085229.02773886,102650
A_100kB,download,102400,0.003656625747680664,28003959.679207146,102650
A_100kB,download,102400,0.0040056705474853516,25563759.871436223,102650
A_100kB,download,102400,0.003566741943359375,28709674.438502673,102650
A_100kB,download,102400,0.004160165786743164,24614403.66783197,102650
A_100kB,download,102400,0.0034279823303222656,29871799.248852413,102650
A_100kB,download,102400,0.003004789352416992,34078928.00126954,102650
A_100kB,download,102400,0.0032951831817626953,31075662.368858982,102650
A_100kB,download,102400,0.003032207489013672,33770776.03396761,102650
A_100kB,download,102400,0.0041921138763427734,24426817.357675027,102650
A_100kB,download,102400,0.0038347244262695312,26703352.996766973,102650
A_100kB,download,102400,0.0030040740966796875,34087042.03174603,102650
A_100kB,download,102400,0.0031681060791015625,32322150.03010235,102650
A_100kB,download,102400,0.0040051937103271484,25566803.357342698,102650
A_100kB,download,102400,0.004179239273071289,24502066.837811626,102650
A_100kB,download,102400,0.0030045509338378906,34081632.24884939,102650
A_100kB,download,102400,0.0032281875610351562,31720585.64254062,102650
A_100kB,download,102400,0.004090070724487305,25036241.888662197,102650
A_100kB,download,102400,0.004075765609741211,25124114.04504241,102650
A_100kB,download,102400,0.003287076950073242,31152297.787771087,102650
A_100kB,download,102400,0.004161834716796875,24604533.088909257,102650
A_100kB,download,102400,0.003945350646972656,25954600.53178632,102650
A_100kB,download,102400,0.003920316696166992,26120338.72164447,102650
A_100kB,download,102400,0.0034084320068359375,30043140.01119194,102650
A_100kB,download,102400,0.0033080577850341797,30954719.25045045,102650
A_100kB,download,102400,0.0035936832427978516,28494442.353877794,102650
A_100kB,download,102400,0.003400564193725586,30112650.185795415,102650
A_100kB,download,102400,0.004763603210449219,21496332.812812813,102650
A_100kB,download,102400,0.0029926300048828125,34217394.00892288,102650
A_100kB,download,102400,0.0036308765411376953,28202556.280780092,102650
A_100kB,download,102400,0.004088163375854492,25047922.645360705,102650
A_100kB,download,102400,0.003004312515258789,34084336.92564082,102650
A_100kB,download,102400,0.003820180892944336,26805013.393247206,102650
A_100kB,download,102400,0.004004478454589844,25571369.945225053,102650
A_100kB,download,102400,0.004202365875244141,24367226.233972542,102650
A_100kB,download,102400,0.003418445587158203,29955135.276886594,102650
A_100kB,download,102400,0.00416254997253418,24600305.263760813,102650
A_100kB,download,102400,0.003264188766479492,31370734.760061353,102650
A_100kB,download,102400,0.0028502941131591797,35926117.07235467,102650
A_100kB,download,102400,0.003656625747680664,28003959.679207146,102650
A_100kB,download,102400,0.0030379295349121094,33707167.60320201,102650
A_100kB,download,102400,0.0037031173706054688,27652377.646149885,102650
A_100kB,download,102400,0.0034317970275878906,29838594.525496736,102650
A_100kB,download,102400,0.00425410270690918,24070880.995348316,102650
A_100kB,download,102400,0.004073619842529297,25137348.097857896,102650
A_100kB,download,102400,0.0037088394165039062,27609715.196708664,102650
A_100kB,download,102400,0.0038242340087890625,26776604.089775562,102650
A_100kB,download,102400,0.003302335739135742,31008355.324525304,102650
A_100kB,download,102400,0.0034568309783935547,29622507.041864958,102650
A_100kB,download,102400,0.0030100345611572266,34019542.93861386,102650
A_100kB,download,102400,0.004119157791137695,24859450.691671006,102650
A_100kB,download,102400,0.0037984848022460938,26958117.599799145,102650
A_100kB,download,102400,0.003339529037475586,30663006.325408723,102650
A_100kB,download,102400,0.0038208961486816406,26799995.6071384,102650
A_100kB,download,102400,0.0030062198638916016,34062711.52351495,102650
A_100kB,download,102400,0.003523588180541992,29061284.90425604,102650
A_100kB,download,102400,0.004000186920166016,25598803.766837526,102650
A_100kB,download,102400,0.004010438919067383,25533364.81778729,102650
A_100kB,download,102400,0.0034554004669189453,29634770.551300626,102650
A_100kB,download,102400,0.004217386245727539,24280441.49471423,102650
A_100kB,download,102400,0.004153013229370117,24656796.004363053,102650
A_100kB,download,102400,0.0038213729858398438,26796651.459945098,102650
A_100kB,download,102400,0.0030074119567871094,34049209.57666086,102650
A_100kB,download,102400,0.0034639835357666016,29561341.427489847,102650
A_100kB,download,102400,0.0036988258361816406,27684461.106097717,102650
A_100kB,download,102400,0.0033261775970458984,30786089.140563402,102650
A_100kB,download,102400,0.0040051937103271484,25566803.357342698,102650
A_100kB,download,102400,0.003409147262573242,30036836.8137632,102650
A_100kB,download,102400,0.003499746322631836,29259263.54656312,102650
