Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
A_10kB,download,10240,1.6425459384918213,6234.22441956316,10493
A_10kB,download,10240,1.6456127166748047,6222.606264669236,10493
A_10kB,download,10240,1.6488347053527832,6210.446666822832,10493
A_10kB,download,10240,0.6570606231689453,15584.558926409842,10493
A_10kB,download,10240,0.6590621471405029,15537.229750530603,10493
A_10kB,download,10240,1.652298927307129,6197.425799149351,10493
A_10kB,download,10240,0.6620590686798096,15466.897871241687,10493
A_10kB,download,10240,1.6534643173217773,6193.057747134445,10493
A_10kB,download,10240,0.6666221618652344,15361.025459081779,10493
A_10kB,download,10240,0.6706783771514893,15268.123065919335,10493
A_10kB,download,10240,0.6736879348754883,15199.915969836342,10493
A_10kB,download,10240,0.6758804321289062,15150.608766325391,10493
A_10kB,download,10240,0.6779897212982178,15103.473811361626,10493
A_10kB,download,10240,0.6805281639099121,15047.13624365966,10493
A_10kB,download,10240,0.6853334903717041,14941.63081749607,10493
A_10kB,download,10240,0.6879112720489502,14885.640657551756,10493
A_10kB,download,10240,0.6913602352142334,14811.381214059711,10493
A_10kB,download,10240,0.6943583488464355,14747.428351674764,10493
A_10kB,download,10240,0.6975820064544678,14679.27771251706,10493
A_10kB,download,10240,0.7015790939331055,14595.645863096897,10493
A_10kB,download,10240,0.7039833068847656,14545.799452708012,10493
A_10kB,download,10240,0.7060520648956299,14503.179735780106,10493
A_10kB,download,10240,0.7091414928436279,14439.995548614741,10493
A_10kB,download,10240,0.7122957706451416,14376.050542495026,10493
A_10kB,download,10240,0.7147703170776367,14326.280422313277,10493
A_10kB,download,10240,0.7200174331665039,14221.877871715367,10493
A_10kB,download,10240,0.7231020927429199,14161.209188535104,10493
A_10kB,download,10240,0.7271006107330322,14083.332964988796,10493
A_10kB,download,10240,0.7301003932952881,14025.4684068612,10493
A_10kB,download,10240,0.7330975532531738,13968.127372079272,10493
A_10kB,download,10240,0.7374026775360107,13886.578272561173,10493
A_10kB,download,10240,0.7398171424865723,13841.258078425584,10493
A_10kB,download,10240,0.7448179721832275,13748.325607643807,10493
A_10kB,download,10240,0.7508153915405273,13638.505703764955,10493
A_10kB,download,10240,0.7572460174560547,13522.685843104166,10493
A_10kB,download,10240,0.7581720352172852,13506.169476516381,10493
A_10kB,download,10240,0.7621707916259766,13435.308873690243,10493
A_10kB,download,10240,0.764169454574585,13400.169214694186,10493
A_10kB,download,10240,0.7691874504089355,13312.749700422106,10493
A_10kB,download,10240,0.7713944911956787,13274.66052308433,10493
A_10kB,download,10240,0.7744276523590088,13222.668339395694,10493
A_10kB,download,10240,0.7774279117584229,13171.639254421272,10493
A_10kB,download,10240,0.7796752452850342,13133.673361986059,10493
A_10kB,download,10240,0.7843375205993652,13055.603909111634,10493
A_10kB,download,10240,0.7884767055511475,12987.067249935064,10493
A_10kB,download,10240,0.7965257167816162,12855.830997365658,10493
A_10kB,download,10240,0.8005290031433105,12791.541542895025,10493
A_10kB,download,10240,0.805915117263794,12706.052759956134,10493
