Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
B_100kB,upload,102400,0.5810348987579346,176237.26254463923,102845
B_100kB,upload,102400,0.7181813716888428,142582.36712433907,102845
B_100kB,upload,102400,0.4900352954864502,208964.53978554578,102845
B_100kB,upload,102400,0.5542697906494141,184747.57550835004,102845
B_100kB,upload,102400,0.5509958267211914,185845.32773932474,102845
B_100kB,upload,102400,0.35162878036499023,291216.2078818148,102845
B_100kB,upload,102400,0.6958572864532471,147156.61097971417,102845
B_100kB,upload,102400,0.660717248916626,154983.08870837663,102845
B_100kB,upload,102400,0.5977826118469238,171299.72998649534,102845
B_100kB,upload,102400,0.539264440536499,189888.28541730865,102845
B_100kB,upload,102400,0.5050554275512695,202750.0238864478,102845
B_100kB,upload,102400,0.4898993968963623,209022.5067610414,102845
B_100kB,upload,102400,0.6535775661468506,156676.12431022766,102845
B_100kB,upload,102400,0.27666330337524414,370124.98134280124,102845
B_100kB,upload,102400,0.38962221145629883,262818.6920279967,102845
B_100kB,upload,102400,0.6937224864959717,147609.45766257012,102845
B_100kB,upload,102400,0.6802029609680176,150543.30233180907,102845
B_100kB,upload,102400,0.7036604881286621,145524.72638093683,102845
B_100kB,upload,102400,0.5701460838317871,179603.09279298945,102845
B_100kB,upload,102400,0.46678853034973145,219371.28558681373,102845
B_100kB,upload,102400,0.6461548805236816,158475.93678625327,102845
B_100kB,upload,102400,0.6842014789581299,149663.51747138862,102845
B_100kB,upload,102400,0.33171534538269043,308698.4109277913,102845
B_100kB,upload,102400,0.34949517250061035,292994.032699611,102845
B_100kB,upload,102400,0.6896493434906006,148481.25495445446,102845
B_100kB,upload,102400,0.5977323055267334,171314.14690688855,102845
B_100kB,upload,102400,0.5352070331573486,191327.82952404668,102845
B_100kB,upload,102400,0.7095308303833008,144320.71957279398,102845
B_100kB,upload,102400,0.33891844749450684,302137.5813473821,102845
B_100kB,upload,102400,0.5791711807250977,176804.3773721606,102845
B_100kB,upload,102400,0.6605207920074463,155029.18490845268,102845
B_100kB,upload,102400,0.6370110511779785,160750.7433515307,102845
B_100kB,upload,102400,0.548912525177002,186550.67119661765,102845
B_100kB,upload,102400,0.3955569267272949,258875.507116569,102845
B_100kB,upload,102400,0.41347265243530273,247658.4591432509,102845
B_100kB,upload,102400,0.6091699600219727,168097.58642121233,102845
B_100kB,upload,102400,0.7175312042236328,142711.56347938426,102845
B_100kB,upload,102400,0.6503582000732422,157451.69352591832,102845
B_100kB,upload,102400,0.6346867084503174,161339.44296710566,102845
B_100kB,upload,102400,0.21627473831176758,473471.8478881562,102845
B_100kB,upload,102400,0.6796693801879883,150661.48775405684,102845
B_100kB,upload,102400,0.7080557346343994,144621.38358765453,102845
B_100kB,upload,102400,0.5952575206756592,172026.38596446256,102845
B_100kB,upload,102400,0.6227028369903564,164444.4089815281,102845
B_100kB,upload,102400,0.5463716983795166,187418.19955848387,102845
B_100kB,upload,102400,0.7055768966674805,145129.46850109007,102845
B_100kB,upload,102400,0.5932497978210449,172608.57125633472,102845
B_100kB,upload,102400,0.48235440254211426,212292.03975402605,102845
B_100kB,upload,102400,0.6791739463806152,150771.39007716606,102845
B_100kB,upload,102400,0.5025439262390137,203763.28247831174,102845
B_100kB,upload,102400,0.4257204532623291,240533.42801667337,102845
B_100kB,upload,102400,0.556535005569458,183995.61388815465,102845
B_100kB,upload,102400,0.6791739463806152,150771.39007716606,102845
B_100kB,upload,102400,0.6671748161315918,153483.0115347203,102845
B_100kB,upload,102400,0.3266878128051758,313449.0972305339,102845
B_100kB,upload,102400,0.5586228370666504,183307.9373154636,102845
B_100kB,upload,102400,0.7040846347808838,145437.06103154435,102845
B_100kB,upload,102400,0.3160829544067383,323965.58742687147,102845
B_100kB,upload,102400,0.7044246196746826,145366.86700031918,102845
B_100kB,upload,102400,0.5956268310546875,171919.72332522096,102845
B_100kB,upload,102400,0.4187026023864746,244564.99533643175,102845
B_100kB,upload,102400,0.4008634090423584,255448.60840411505,102845
B_100kB,upload,102400,0.5599822998046875,182862.9226954413,102845
B_100kB,upload,102400,0.6230721473693848,164346.93868492366,102845
B_100kB,upload,102400,0.6274230480194092,163207.26553359302,102845
B_100kB,upload,102400,0.5124063491821289,199841.39572713044,102845
B_100kB,upload,102400,0.6421170234680176,159472.48905962126,102845
B_100kB,upload,102400,0.6464147567749023,158412.22516468356,102845
B_100kB,upload,102400,0.29857826232910156,342958.6574763161,102845
B_100kB,upload,102400,0.5946245193481445,172209.51485864678,102845
B_100kB,upload,102400,0.5566551685333252,183955.8954779913,102845
B_100kB,upload,102400,0.5182662010192871,197581.86005301398,102845
B_100kB,upload,102400,0.5099127292633057,200818.6776351749,102845
B_100kB,upload,102400,0.5530729293823242,185147.37308579005,102845
B_100kB,upload,102400,0.45676207542419434,224186.73858792076,102845
B_100kB,upload,102400,0.5287775993347168,193654.19436987286,102845
B_100kB,upload,102400,0.6480271816253662,158018.062981807,102845
B_100kB,upload,102400,0.6033430099487305,169721.0348201457,102845
B_100kB,upload,102400,0.5297126770019531,193312.34543896414,102845
B_100kB,upload,102400,0.6420257091522217,159495.17058314776,102845
B_100kB,upload,102400,0.5307126045227051,192948.12131340493,102845
B_100kB,upload,102400,0.668647289276123,153145.01627735325,102845
B_100kB,upload,102400,0.3686685562133789,277756.26175380324,102845
B_100kB,upload,102400,0.6028366088867188,169863.60564449787,102845
B_100kB,upload,102400,0.37906694412231445,270136.98131103284,102845
B_100kB,upload,102400,0.43914103507995605,233182.48995190268,102845
B_100kB,upload,102400,0.36931920051574707,277266.92751690245,102845
B_100kB,upload,102400,0.5970215797424316,171518.08824762687,102845
B_100kB,upload,102400,0.5732772350311279,178622.1286014259,102845
B_100kB,upload,102400,0.5970215797424316,171518.08824762687,102845
B_100kB,upload,102400,0.6796543598175049,150664.8173749604,102845
B_100kB,upload,102400,0.45473241806030273,225187.37598870858,102845
B_100kB,upload,102400,0.5272116661071777,194229.38941412373,102845
B_100kB,upload,102400,0.5991427898406982,170910.84418661936,102845
B_100kB,upload,102400,0.6993420124053955,146423.34963946173,102845
B_100kB,upload,102400,0.6699554920196533,152845.97442630722,102845
B_100kB,upload,102400,0.36865925788879395,277763.2673228268,102845
B_100kB,upload,102400,0.7075040340423584,144734.15708308073,102845
B_100kB,upload,102400,0.5290186405181885,193565.95809118627,102845
B_100kB,upload,102400,0.6006486415863037,170482.3634155955,102845
