Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
A_100kB,download,102400,0.2653384208679199,385922.2485196467,102655
A_100kB,download,102400,0.5782036781311035,177100.22241813125,102655
A_100kB,download,102400,0.5701935291290283,179588.1481791212,102655
A_100kB,download,102400,0.5772042274475098,177406.8780695341,102655
A_100kB,download,102400,0.6314921379089355,162155.621349583,102655
A_100kB,download,102400,0.6314921379089355,162155.621349583,102655
A_100kB,download,102400,0.6334927082061768,161643.53381424063,102655
A_100kB,download,102400,0.5802004337310791,176490.7332824609,102655
A_100kB,download,102400,0.6334927082061768,161643.53381424063,102655
A_100kB,download,102400,0.6351773738861084,161214.8105552025,102655
A_100kB,download,102400,0.6361873149871826,160958.88363015078,102655
A_100kB,download,102400,0.6371860504150391,160706.59414671818,102655
A_100kB,download,102400,0.6391863822937012,160203.66333922927,102655
A_100kB,download,102400,0.6391863822937012,160203.66333922927,102655
A_100kB,download,102400,0.6391892433166504,160202.94626465056,102655
A_100kB,download,102400,0.6380960941314697,160477.39665195643,102655
A_100kB,download,102400,0.6390964984893799,160226.19470149017,102655
A_100kB,download,102400,0.6391055583953857,160223.92334858986,102655
A_100kB,download,102400,0.6401002407073975,159974.94374761387,102655
A_100kB,download,102400,0.6410987377166748,159725.78633473202,102655
A_100kB,download,102400,0.6421017646789551,159476.27873472526,102655
A_100kB,download,102400,0.6420977115631104,159477.2853974505,102655
A_100kB,download,102400,0.6440985202789307,158981.8898445149,102655
A_100kB,download,102400,0.5741043090820312,178364.7995322197,102655
A_100kB,download,102400,0.5852499008178711,174967.99206099607,102655
A_100kB,download,102400,0.5854830741882324,174898.3096428138,102655
A_100kB,download,102400,0.5864837169647217,174599.90284122346,102655
A_100kB,download,102400,0.5874817371368408,174303.29068450377,102655
A_100kB,download,102400,0.5904841423034668,173417.0194656535,102655
A_100kB,download,102400,0.5914821624755859,173124.4093167842,102655
A_100kB,download,102400,0.595996618270874,171813.0554114324,102655
