Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
B_1MB,upload,1048576,0.290128231048584,3614181.206048882,1049020
B_1MB,upload,1048576,0.33247804641723633,3153820.2636215915,1049020
B_1MB,upload,1048576,0.2985107898712158,3512690.4473113986,1049020
B_1MB,upload,1048576,0.3251829147338867,3224572.8557359837,1049020
B_1MB,upload,1048576,0.33929944038391113,3090414.764060782,1049020
B_1MB,upload,1048576,0.2891080379486084,3626934.7868715916,1049020
B_1MB,upload,1048576,0.31758594512939453,3301707.82454739,1049020
B_1MB,upload,1048576,0.26518988609313965,3954057.2811729345,1049020
B_1MB,upload,1048576,0.31098437309265137,3371796.433281226,1049020
B_1MB,upload,1048576,0.33447694778442383,3134972.400776108,1049020
