Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
B_10kB,upload,10240,1.318070411682129,7768.9324555367675,10683
B_10kB,upload,10240,1.113241195678711,9198.366032220869,10683
B_10kB,upload,10240,1.1375672817230225,9001.665364786097,10683
B_10kB,upload,10240,1.075444221496582,9521.646771926558,10683
B_10kB,upload,10240,1.2602858543395996,8125.140788290325,10683
B_10kB,upload,10240,1.1396031379699707,8985.584243161176,10683
B_10kB,upload,10240,1.133549451828003,9033.571480703029,10683
B_10kB,upload,10240,1.2699787616729736,8063.126966399502,10683
B_10kB,upload,10240,1.091186285018921,9384.282171235722,10683
B_10kB,upload,10240,1.3106725215911865,7812.783003620466,10683
B_10kB,upload,10240,1.1180260181427002,9158.99973151878,10683
B_10kB,upload,10240,1.1150269508361816,9183.634523202165,10683
B_10kB,upload,10240,1.3030250072479248,7858.636590273551,10683
B_10kB,upload,10240,1.2107272148132324,8457.72678991083,10683
B_10kB,upload,10240,1.112025499343872,9208.421934606627,10683
B_10kB,upload,10240,1.2562403678894043,8151.306280026737,10683
B_10kB,upload,10240,1.358860969543457,7535.723101562319,10683
B_10kB,upload,10240,1.1225008964538574,9122.487146646956,10683
B_10kB,upload,10240,1.2626636028289795,8109.840164124022,10683
B_10kB,upload,10240,1.188575267791748,8615.35678680651,10683
B_10kB,upload,10240,1.1898701190948486,8605.98130474082,10683
B_10kB,upload,10240,1.373600721359253,7454.859218381132,10683
B_10kB,upload,10240,1.1345562934875488,9025.554799509275,10683
B_10kB,upload,10240,1.366579532623291,7493.160665404712,10683
B_10kB,upload,10240,1.1419610977172852,8967.030506090947,10683
B_10kB,upload,10240,1.1457147598266602,8937.652161825385,10683
B_10kB,upload,10240,1.411228895187378,7256.087254817986,10683
B_10kB,upload,10240,1.3705904483795166,7471.232571412568,10683
B_10kB,upload,10240,1.1918706893920898,8591.536054320526,10683
B_10kB,upload,10240,1.3021938800811768,7863.652376681154,10683
B_10kB,upload,10240,1.374760627746582,7448.569440619448,10683
B_10kB,upload,10240,1.3368704319000244,7659.680217062188,10683
B_10kB,upload,10240,1.6858751773834229,6073.996543381747,10683
B_10kB,upload,10240,1.1424129009246826,8963.484211104078,10683
B_10kB,upload,10240,1.1928703784942627,8584.335888133759,10683
B_10kB,upload,10240,1.3022568225860596,7863.272299595336,10683
B_10kB,upload,10240,1.1366899013519287,9008.613508240898,10683
B_10kB,upload,10240,1.3036201000213623,7855.049181761004,10683
B_10kB,upload,10240,1.296724557876587,7896.819673692469,10683
B_10kB,upload,10240,1.1958703994750977,8562.800788860259,10683
B_10kB,upload,10240,1.3301904201507568,7698.1459532985145,10683
B_10kB,upload,10240,1.1998708248138428,8534.252011326897,10683
B_10kB,upload,10240,1.3466999530792236,7603.772448782139,10683
B_10kB,upload,10240,1.3394055366516113,7645.182672306285,10683
B_10kB,upload,10240,1.1968698501586914,8555.65038975816,10683
B_10kB,upload,10240,1.5995309352874756,6401.876809065663,10683
B_10kB,upload,10240,1.267932415008545,8076.140241221761,10683
B_10kB,upload,10240,1.342397689819336,7628.141852194435,10683
B_10kB,upload,10240,1.6881256103515625,6065.899324794591,10683
B_10kB,upload,10240,1.876211166381836,5457.807832871629,10683
B_10kB,upload,10240,1.4637553691864014,6995.704484207423,10683
B_10kB,upload,10240,1.2038967609405518,8505.712725732343,10683
B_10kB,upload,10240,1.326188564300537,7721.375583871676,10683
B_10kB,upload,10240,1.325188398361206,7727.203175535867,10683
B_10kB,upload,10240,1.1998701095581055,8534.257098688158,10683
B_10kB,upload,10240,1.4623775482177734,7002.295687922505,10683
B_10kB,upload,10240,1.6416819095611572,6237.505536463689,10683
B_10kB,upload,10240,1.2679364681243896,8076.114424839948,10683
B_10kB,upload,10240,1.201674222946167,8521.444335299464,10683
B_10kB,upload,10240,1.4070329666137695,7277.725712883655,10683
B_10kB,upload,10240,1.4050323963165283,7288.088179920595,10683
B_10kB,upload,10240,1.5185983180999756,6743.060279963946,10683
