Filename,Direction,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes (B)
A_1MB,download,1048576,0.24023652076721191,4364765.17663218,1048830
A_1MB,download,1048576,0.2276749610900879,4605583.306040811,1048830
A_1MB,download,1048576,0.24237751960754395,4326209.797417876,1048830
A_1MB,download,1048576,0.2455763816833496,4269856.868206698,1048830
A_1MB,download,1048576,0.2518455982208252,4163566.9132504733,1048830
A_1MB,download,1048576,0.25484704971313477,4114530.6613528226,1048830
A_1MB,download,1048576,0.2566812038421631,4085129.6639733086,1048830
A_1MB,download,1048576,0.24702739715576172,4244776.134441583,1048830
A_1MB,download,1048576,0.22968292236328125,4565319.829662846,1048830
A_1MB,download,1048576,0.23986411094665527,4371541.85285017,1048830
